type typecode name_p address province city area lat lng telephone tag
科教文化服务;学校;幼儿园 141204 党媛幼教 开发二路与神马大道交叉口东100米 河南省 平顶山市 卫东区 113.373314 33.719779 [] []
医疗保健服务;医药保健销售店;药房 090601 国大药房(85分店) 姚电大道与光明路口东南角 河南省 平顶山市 湛河区 113.289150 33.714949 [] []
医疗保健服务;医药保健销售店;药房 090601 广源堂大药房 013乡道南50米 河南省 平顶山市 舞钢市 113.452812 33.227024 [] []
科教文化服务;学校;幼儿园 141204 曙光幼儿园 013乡道南50米 河南省 平顶山市 舞钢市 113.452454 33.226947 [] []
生活服务;电讯营业厅;中国联通营业厅 070604 中国联通(渣元营业厅) 渣园乡政府西200米 河南省 平顶山市 郏县 113.154975 33.983392 0375-5551000 []
生活服务;邮局;邮局 070400 中国邮政 青年路与029乡道交叉口东南50米 河南省 平顶山市 叶县 113.345669 33.587140 [] []
生活服务;电讯营业厅;中国电信营业厅 070601 中国电信(高阳小区朝阳旗舰店) 开发二路东50米 河南省 平顶山市 卫东区 113.372365 33.721656 [] []
医疗保健服务;医药保健销售店;药房 090601 张仲景大药房(祥云路店) 祥云路九天庄园对面 河南省 平顶山市 新华区 113.181326 33.767177 [] []
医疗保健服务;综合医院;综合医院 090100 平顶山市第二人民医院门急诊楼 湛河北路120号附近 河南省 平顶山市 新华区 113.295470 33.731386 [] []
科教文化服务;学校;幼儿园 141204 晨光幼儿园 干休一街与钢城路交叉口东150米 河南省 平顶山市 舞钢市 113.534492 33.328608 [] []
科教文化服务;学校;幼儿园 141204 平顶山市湛河实验幼儿园 姚电大道西段西湖大酒店路口向南100米路西(湛河实验学校院内) 河南省 平顶山市 湛河区 113.258392 33.726435 [] []
医疗保健服务;综合医院;综合医院 090100 平棉医院 [] 河南省 平顶山市 卫东区 113.328479 33.737304 [] []
科教文化服务;学校;小学 141203 河南省舞钢市岗田小学 范庄附近 河南省 平顶山市 舞钢市 113.507389 33.263948 [] []
生活服务;洗衣店;洗衣店 071500 郑洁靓新干洗服务社 温州路28号院 河南省 平顶山市 舞钢市 113.524701 33.303170 [] []
医疗保健服务;医药保健销售店;药房 090601 惠泽堂大药房 南环路与彩虹路交叉口东南100米 河南省 平顶山市 湛河区 113.282750 33.723949 [] []
医疗保健服务;医药保健销售店;药房 090601 国济大药房(长青路店) 建设路与长青路交叉口南50米 河南省 平顶山市 新华区 113.286708 33.737504 [] []
医疗保健服务;医药保健销售店;药房 090601 百合堂大药房 建设路与钢城路交叉口西北100米 河南省 平顶山市 舞钢市 113.533497 33.333490 [] []
生活服务;摄影冲印店;摄影冲印 071300 凡尔赛高端摄影宫殿 张庄社区3号楼商务楼 河南省 平顶山市 舞钢市 113.560341 33.241058 0375-7032386 []
科教文化服务;学校;幼儿园 141204 小博士之家(中平能化铁运处田庄小区西南) 矿工路南150米 河南省 平顶山市 卫东区 113.360800 33.739677 [] []
科教文化服务;学校;幼儿园 141204 梧桐树幼教 新华路与建设路交叉口好利来旁边胡同 河南省 平顶山市 卫东区 113.323220 33.736142 [] []
医疗保健服务;综合医院;综合医院 090100 平顶山市直机关医院 中兴路3号附近 河南省 平顶山市 新华区 113.306637 33.742735 [] []
科教文化服务;学校;幼儿园 141204 阳光幼教 黄楝树菜市场 河南省 平顶山市 卫东区 113.325023 33.737758 [] []
医疗保健服务;综合医院;卫生院 090102 平顶山市湛河区北渡镇卫生院 水库路北50米 河南省 平顶山市 湛河区 113.293709 33.708479 0375-7220108 []
科教文化服务;学校;幼儿园 141204 大枫车车幼儿园 东工人镇东湖花苑北门 河南省 平顶山市 卫东区 113.385975 33.755390 [] []
科教文化服务;学校;幼儿园 141204 树果国际双语幼儿园 平安大道与总库路交叉口北100米 河南省 平顶山市 卫东区 113.328354 33.750323 [] []
医疗保健服务;综合医院;综合医院 090100 武汉铁路局医保定点医院 东站南路与永乐巷交叉口东100米 河南省 平顶山市 卫东区 113.394817 33.734233 [] []
医疗保健服务;医药保健销售店;药房 090601 国大药房(四十五店) 正义巷与矿工路交叉口南100米 河南省 平顶山市 新华区 113.301745 33.744465 [] []
科教文化服务;学校;幼儿园 141204 春蕾幼儿园 平安大道 河南省 平顶山市 卫东区 113.406161 33.743647 [] []
生活服务;电讯营业厅;中国联通营业厅 070604 中国联通 038县道与238省道交叉口东北50米 河南省 平顶山市 汝州市 112.660926 34.249890 [] []
医疗保健服务;医药保健销售店;药房 090601 舞药福仁堂大药房 常州路27号 河南省 平顶山市 舞钢市 113.524920 33.298825 0375-8126652 []
生活服务;摄影冲印店;摄影冲印 071300 喜洋洋婚纱摄影婚场布置 G311(徐峡线) 河南省 平顶山市 叶县 113.405077 33.691136 [] []
医疗保健服务;医药保健销售店;药房 090601 国源大药房(湛南路店) 湛南路与茂源街交叉口西50米 河南省 平顶山市 湛河区 113.316252 33.727116 [] []
生活服务;洗衣店;洗衣店 071500 德奈福洗衣 正义巷与矿工路交叉口南150米 河南省 平顶山市 新华区 113.301885 33.744080 [] []
生活服务;电讯营业厅;中国移动营业厅 070603 中国移动(星辉店) 建设路与开源路交叉口西南50米 河南省 平顶山市 新华区 113.308981 33.736309 [] []
生活服务;洗衣店;洗衣店 071500 洁丰洗衣生活馆 龙山大道与八一路交叉口向北100米路东(德信泉) 河南省 平顶山市 郏县 113.209940 33.977550 13103656123 []
医疗保健服务;医药保健销售店;药房 090601 国大药房(十五店) 开源路中段55号广厦置业大厦 河南省 平顶山市 卫东区 113.310407 33.736184 [] []
