type typecode name_p address province city area lat lng telephone tag
风景名胜;风景名胜;教堂 110206 新建路教堂 新建路29号院北门 河南省 平顶山市 新华区 113.283159 33.749701 [] []
风景名胜;风景名胜;风景名胜 110200 汝州市秀美生态园 关庙村林场 河南省 平顶山市 汝州市 112.627820 34.334585 [] []
风景名胜;风景名胜;风景名胜 110200 忘忧谷 王家庄 河南省 平顶山市 鲁山县 112.670776 33.613334 [] []
风景名胜;风景名胜;回教寺 110207 鲁山清真西寺 人民路南100米 河南省 平顶山市 鲁山县 112.889019 33.741879 [] []
风景名胜;风景名胜;风景名胜 110200 马街书会 杨庄镇 河南省 平顶山市 宝丰县 113.053230 33.816039 [] []
风景名胜;风景名胜相关;旅游景点 110000 关帝庙 马道村 河南省 平顶山市 汝州市 112.986011 34.123127 [] []
风景名胜;风景名胜;风景名胜 110200 世界刘姓始祖苑平湖书院 昭平湖风景名胜区北250米 河南省 平顶山市 鲁山县 112.784069 33.738060 [] []
风景名胜;风景名胜;风景名胜 110200 尧山花海 尧山镇贾店村 河南省 平顶山市 鲁山县 112.357566 33.767650 0375-5780999 []
风景名胜;风景名胜;寺庙道观 110205 扁鹊庙 311国道北50米 河南省 平顶山市 鲁山县 113.139119 33.664531 [] []
风景名胜;公园广场;公园 110101 南环游园 南环路与望嵩南路交汇处东北角 河南省 平顶山市 汝州市 112.838687 34.153577 [] []
风景名胜;公园广场;公园 110101 双拥公园 朝阳西路155号附近 河南省 平顶山市 汝州市 112.834199 34.182659 [] []
风景名胜;风景名胜;风景名胜 110200 画眉谷-红石峡 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.320047 33.800786 [] []
风景名胜;风景名胜;风景名胜 110200 画眉谷-金龟出浴 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.330991 33.789175 [] []
风景名胜;风景名胜;风景名胜 110200 画眉湖 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.328789 33.790431 [] []
风景名胜;风景名胜;风景名胜 110200 画眉谷-红石瀑 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.320401 33.801362 [] []
风景名胜;风景名胜;风景名胜 110200 画眉谷-二龙戏珠 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.320004 33.803621 [] []
风景名胜;风景名胜;风景名胜 110200 画眉谷-绿荫长廊 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.319985 33.802406 [] []
风景名胜;风景名胜;风景名胜 110200 画眉谷-羡鸟飞 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.320603 33.799623 [] []
风景名胜;风景名胜;风景名胜 110200 画眉谷-杜鹃湖 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.325752 33.794102 [] []
风景名胜;风景名胜;风景名胜 110200 画眉谷-母子情 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.329120 33.790576 [] []
风景名胜;风景名胜;风景名胜 110200 画眉谷-天井野鸭潭 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.332181 33.788293 [] []
风景名胜;风景名胜;风景名胜 110200 画眉谷-卧虎守门 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.319606 33.799601 [] []
风景名胜;风景名胜;风景名胜 110200 画眉谷-双蛟泉 尧山镇画眉谷景区画眉谷内 河南省 平顶山市 鲁山县 112.331958 33.788119 [] []
风景名胜;风景名胜;风景名胜 110200 东石人山 [] 河南省 平顶山市 鲁山县 113.026660 33.574349 [] []
风景名胜;风景名胜;风景名胜 110200 雷音寺 [] 河南省 平顶山市 鲁山县 112.695493 33.922394 [] []
风景名胜;风景名胜;风景名胜 110200 阿婆寨 018乡道附近 河南省 平顶山市 鲁山县 112.699480 33.917518 [] []
风景名胜;风景名胜;风景名胜 110200 水莲洞沟 [] 河南省 平顶山市 鲁山县 112.637904 33.616444 [] []
