type typecode name_p address province city area lat lng telephone tag
交通设施服务;公交车站;公交车站相关 150700 诚建路口(公交站) 39路 河南省 平顶山市 卫东区 113.332138 33.736656 [] []
交通设施服务;公交车站;公交车站相关 150700 神龙花园小区(公交站) 38路 河南省 平顶山市 新华区 113.287682 33.747070 [] []
交通设施服务;公交车站;公交车站相关 150700 环保局(公交站) 3路 河南省 平顶山市 湛河区 113.288223 33.722668 [] []
交通设施服务;公交车站;公交车站相关 150700 中财环保(公交站) 20路;23路;27路 河南省 平顶山市 湛河区 113.288361 33.722588 [] []
交通设施服务;公交车站;公交车站相关 150700 中材环保(公交站) 10路;20路;42路内环;42路外环 河南省 平顶山市 湛河区 113.288177 33.722687 [] []
交通设施服务;公交车站;公交车站相关 150700 市残联(公交站) 14路;39路 河南省 平顶山市 卫东区 113.332405 33.738182 [] []
交通设施服务;公交车站;公交车站相关 150700 西苑小区北门(公交站) 15路 河南省 平顶山市 湛河区 113.283684 33.729263 [] []
交通设施服务;公交车站;公交车站相关 150700 平新路口(公交站) 6路;35路;66路 河南省 平顶山市 卫东区 113.326370 33.749619 [] []
交通设施服务;公交车站;公交车站相关 150700 广电中心(公交站) 10路;11路;30路;30路区间;39路;600路;600路夜班空调 河南省 平顶山市 卫东区 113.333595 33.734650 [] []
交通设施服务;公交车站;公交车站相关 150700 诚湛路口(公交站) 16路;36路;40路;616路夜班;Y616路 河南省 平顶山市 湛河区 113.331276 33.725971 [] []
交通设施服务;公交车站;公交车站相关 150700 马庄西(公交站) 3路;603路夜班 河南省 平顶山市 湛河区 113.301476 33.713985 [] []
交通设施服务;公交车站;公交车站相关 150700 姚开路口(公交站) 21路 河南省 平顶山市 湛河区 113.301384 33.714035 [] []
交通设施服务;公交车站;公交车站相关 150700 陶瓷厂(公交站) 1路;7路;8路;24路;33路;39路;68路;600路;600路夜班空调;601路夜班;668路夜班 河南省 平顶山市 新华区 113.288948 33.750607 [] []
交通设施服务;公交车站;公交车站相关 150700 诚朴矿工路(公交站) 36路 河南省 平顶山市 卫东区 113.333580 33.740463 [] []
交通设施服务;公交车站;公交车站相关 150700 煤机厂生活区(公交站) 3路;10路;20路;23路;27路;42路内环;42路外环 河南省 平顶山市 湛河区 113.285316 33.723389 [] []
交通设施服务;公交车站;公交车站相关 150700 天河盛世小区(公交站) 38路 河南省 平顶山市 新华区 113.287704 33.750183 [] []
交通设施服务;公交车站;公交车站相关 150700 中心清真寺(公交站) 38路 河南省 平顶山市 湛河区 113.330894 33.723816 [] []
交通设施服务;公交车站;公交车站相关 150700 湛诚路口(公交站) 38路 河南省 平顶山市 湛河区 113.332756 33.726845 [] []
交通设施服务;公交车站;公交车站相关 150700 凌云路曙光街(公交站) Y616路 河南省 平顶山市 新华区 113.280624 33.734573 [] []
交通设施服务;公交车站;公交车站相关 150700 凌曙路口(公交站) 16路;28路;34路;42路内环;42路外环;616路夜班 河南省 平顶山市 新华区 113.280624 33.734653 [] []
交通设施服务;公交车站;公交车站相关 150700 东城国际小区(公交站) 2路;3路;4路;14路;15路;19路;20路;23路;26路;28路;31路;33路;34路;36路;68路;603路夜班;666路;668路夜班;Y602路 河南省 平顶山市 卫东区 113.333961 33.740520 [] []
交通设施服务;公交车站;公交车站相关 150700 嘉天下小区(公交站) 37路 河南省 平顶山市 湛河区 113.297874 33.714142 [] []
